text,gloss
আমি খুবই দুঃখিত।,আমি খুব দুঃখ অনুভব করা।
আমি বাসে স্কুলে যাই।,আমি বাস স্কুলে যাওয়া।
প্রতিদিন একটি তালিকা তৈরি করা খুব উপকারী।,প্রতিদিন একটি তালিকা তৈরি করা খুব উপকারী।
আমি নতুন একটি অ্যাপ ডাউনলোড করেছি।,আমি নতুন একটি অ্যাপ ডাউনলোড করা।
নতুন প্রযুক্তি আমাদের জীবনকে সহজ করেছে।,নতুন প্রযুক্তি আমাদের জীবন সহজ করা হয়েছে।
আমি আজ খুব দুঃখিত বোধ করছি।,আমি আজ খুব দুঃখিত বোধ করা।
আজকের সংবাদ নিয়ে আলোচনা হচ্ছে।,আজকের সংবাদ আলোচনা হচ্ছে।
আমি আগামী মাসে কলকাতা যাব।,আমি আগামী মাস কলকাতা যাওয়া।
আমরা ছুটির দিনে পিঠা বানাই।,আমরা ছুটির দিন পিঠা বানানো।
আমি আজ বাসে স্কুলে যাব।,আমি আজ বাসে স্কুলে যাওয়া।
আমি সামাজিক মাধ্যমে ছবি পোস্ট করি।,আমি সামাজিক মাধ্যম ছবি পোস্ট করা।
সে স্কুলে পড়াশোনা করে।,সে স্কুল পড়াশোনা করে।
জাতিসংঘ বৈঠকে নতুন চুক্তি স্বাক্ষরিত হয়েছে।,জাতিসংঘ বৈঠক নতুন চুক্তি স্বাক্ষর করা হয়েছে।
আমি ভাত রান্না করছি।,আমি ভাত রান্না করা।
আমি নতুন বন্ধু বানাতে চাই।,আমি নতুন বন্ধু বানানো চাই।
শিক্ষকরা ছাত্রছাত্রীদের সাহায্য করেন।,শিক্ষক ছাত্রছাত্রী সাহায্য করা
আমি আজ অসুস্থ বোধ করছি।,আমি আজ অসুস্থ বোধ করা
ছুটির দিনে আমরা পিঠা খাই।,ছুটি দিন আমরা পিঠা খাওয়া।
বনে অনেক গাছ রয়েছে।,বনে অনেক গাছ থাকা।
আমি ভাত রান্না করছি।,আমি ভাত রান্না করা।
আমি নতুন জামা কিনতে বাজারে যাচ্ছি।,আমি নতুন জামা বাজারে কেনা যাওয়া।
