text,gloss
আমার ফোনের ব্যাটারি দ্রুত শেষ হয়ে যাচ্ছে।,আমার ফোন ব্যাটারি দ্রুত শেষ।
সে তার পাসওয়ার্ড ভুলে গিয়েছিল।,সে তার পাসওয়ার্ড ভুলে যাওয়া।
এই ছবিটা এডিট করা হয়েছে।,এই ছবি এডিট।
সে সারাক্ষণ হেডফোন কানে দিয়ে রাখে।,সে সারাক্ষণ হেডফোন কান দিয়ে রাখা।
তোমার ওয়াইফাইয়ের স্পিড কত?,তোমার ওয়াইফাই স্পিড কত?
পেনড্রাইভটা ভাইরাসে আক্রান্ত।,পেনড্রাইভ ভাইরাসে আক্রান্ত।
আমি আমার প্রোফাইল পিকচার বদলেছি।,আমি আমার প্রোফাইল পিকচার বদলানো।
এই মাছগুলো কি তাজা?,এই মাছ কি তাজা?
সে আমার কাছে দশ টাকা ভাংতি চাইলো।,সে আমার কাছে দশ টাকা ভাংতি চাওয়া।
দয়া করে দামাদামি করবেন না।,দয়া করে দামাদামি করবেন না।
আমি কি এটা ট্রায়াল দিতে পারি?,আমি কি এটা ট্রায়াল ?
তারা বিকাশ বা কার্ডে পেমেন্ট নেয় না।,তারা বিকাশ বা কার্ড পেমেন্ট নেয় না।
চালের দাম আবার বেড়েছে।,চাল দাম আবার বাড়া।
সে তার বাবা-মায়ের একমাত্র সন্তান।,সে তার বাবা-মা একমাত্র সন্তান।
আমাদের পরিবারে সবাই খুব রক্ষণশীল।,আমাদের পরিবার সবাই খুব রক্ষণশীল।
সে তার ভুলের জন্য অনুশোচনা করছিল।,সে তার ভুল জন্য অনুশোচনা করা।
প্রতিবেশীর সাথে ঝগড়া করা ঠিক নয়।,প্রতিবেশী সাথে ঝগড়া করা ঠিক নয়।
তার ধৈর্য দেখে আমি অবাক হয়ে গেলাম।,তার ধৈর্য দেখে আমি অবাক।
তিনি একজন স্বনামধন্য ব্যক্তি।,তিনি একজন স্বনামধন্য ব্যক্তি।
শিশুটিকে দত্তক নেওয়া হয়েছে।,শিশুটি দত্তক নেওয়া।
তার কথায় যুক্তি আছে।,তার কথা যুক্তি আছে।
আমরা তাকে সাহায্য করার সিদ্ধান্ত নিয়েছি।,আমরা তাকে সাহায্য করা সিদ্ধান্ত নেওয়া।
সে আমাকে অকারণে সন্দেহ করে।,সে আমাকে অকারণ সন্দেহ করে।
তারা এখনো যৌথ পরিবারে বাস করে।,তারা এখনো যৌথ পরিবার বাস করে।
